First_Name,EMail,Age,Gender,Location_Preferences,Latitude,Longitude,Country,City,Languages_Preferred,Last_Seen,Response_Time,Programming_and_Software_Development_off,Project_Management_off,Accounting_and_Finance_off,Marketing_and_Advertising_off,Sales_and_Customer_Service_off,Human_Resources_and_Leadership_off,Graphic_Design_and_Illustration_off,Photography_and_Photo_Editing_off,Music_instruments_Composition_and_Production_off,Writing_and_Editing_off,Arts_and_Crafts_and_DIY_Projects_off,Learning_Foreign_Languages_off,Written_and_Oral_Communication_in_Various_Languages_off,Interpretation_and_Translation_off,Computer_and_Software_Application_Operation_off,Network_Administration_and_IT_Support_off,Electronics_and_Robotics_off,Web_Design_and_Development_off,Data_Analysis_and_Visualization_off,Interpersonal_Communication_off,Conflict_Resolution_and_Mediation_off,Empathy_and_Emotional_Intelligence_off,Leadership_Skills_and_Teamwork_off,Networking_and_Relationship_Management_off,Cooking_and_Baking_off,Gardening_and_Farming_off,DIY_and_Repairs_off,Driving_and_Vehicle_Maintenance_off,First_Aid_and_Life_Saving_Techniques_off,Mathematics_and_Sciences_off,History_and_Social_Sciences_off,Literature_and_Philosophy_off,Research_Methods_and_Academic_Writing_off,Academic_Reading_and_Critique_off,Time_Management_and_Organization_off,Stress_Management_and_Mindfulness_off,Financial_Planning_and_Budgeting_off,Self_Defense_and_Personal_Safety_off,Healthcare_and_Nutrition_off,Count_Programming_and_Software_Development_off,Count_Project_Management_off,Count_Accounting_and_Finance_off,Count_Marketing_and_Advertising_off,Count_Sales_and_Customer_Service_off,Count_Human_Resources_and_Leadership_off,Count_Graphic_Design_and_Illustration_off,Count_Photography_and_Photo_Editing_off,Count_Music_instruments_Composition_and_Production_off,Count_Writing_and_Editing_off,Count_Arts_and_Crafts_and_DIY_Projects_off,Count_Learning_Foreign_Languages_off,Count_Written_and_Oral_Communication_in_Various_Languages_off,Count_Interpretation_and_Translation_off,Count_Computer_and_Software_Application_Operation_off,Count_Network_Administration_and_IT_Support_off,Count_Electronics_and_Robotics_off,Count_Web_Design_and_Development_off,Count_Data_Analysis_and_Visualization_off,Count_Interpersonal_Communication_off,Count_Conflict_Resolution_and_Mediation_off,Count_Empathy_and_Emotional_Intelligence_off,Count_Leadership_Skills_and_Teamwork_off,Count_Networking_and_Relationship_Management_off,Count_Cooking_and_Baking_off,Count_Gardening_and_Farming_off,Count_DIY_and_Repairs_off,Count_Driving_and_Vehicle_Maintenance_off,Count_First_Aid_and_Life_Saving_Techniques_off,Count_Mathematics_and_Sciences_off,Count_History_and_Social_Sciences_off,Count_Literature_and_Philosophy_off,Count_Research_Methods_and_Academic_Writing_off,Count_Academic_Reading_and_Critique_off,Count_Time_Management_and_Organization_off,Count_Stress_Management_and_Mindfulness_off,Count_Financial_Planning_and_Budgeting_off,Count_Self_Defense_and_Personal_Safety_off,Count_Healthcare_and_Nutrition_off,Sum_Skills_Off,Sum_Skills_Rec,Usability,Speed_Performance,Feature_Satisfaction,Security_Satisfaction,Customer_Support
Seçgül,seçgül.parry@aol.com,24,Female,Remote Only,52.3979848955025,13.614254690070894,Germany,Berlin,"['Russian', 'Spanish', 'Romanian']",Within a Month,Within 24 hours,,,,,,,,,,,,,,,Expert,Advanced,Advanced,Advanced,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,30.0,27.0,Dissatisfied,Very Dissatisfied,Satisfied,Very Satisfied,Very Satisfied
Romana,romana.snoch@gmail.com,27,Male,Remote Only,52.44596924229903,13.465007049179317,Germany,Berlin,"['Japanese', 'Arabic', 'Punjabi', 'Bengali', 'Spanish']",Within a Month,Within a month,Beginner,Advanced,Novice,Beginner,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Expert,Novice,Novice,Expert,Beginner,Novice,Expert,Novice,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,9.0,10.0,Neutral or Average,Dissatisfied,Dissatisfied,Satisfied,Satisfied
Severin,severin.monteiro@protonmail.com,26,Diverse,Remote Only,52.619187944444064,13.148064084256148,Germany,Berlin,['Hindi'],Yesterday,Within a month,,,,,,,Novice,Beginner,Novice,Advanced,Beginner,,,,Novice,Novice,Intermediate,Novice,Expert,,,,,,,,,,,Expert,Novice,Novice,Intermediate,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,9.0,9.0,Neutral or Average,Neutral or Average,Very Satisfied,Satisfied,Dissatisfied
Amelie,amelie.cukier@t-online.de,26,Diverse,Local or Remote,52.507799971772464,13.13651191449954,Germany,Berlin,['Bengali'],Within a Week,Within a month,,,,,,,,,,,,Advanced,Expert,Beginner,Novice,Expert,Novice,Advanced,Novice,,,,,,,,,,,Advanced,Beginner,Advanced,Intermediate,Novice,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,19.0,20.0,Dissatisfied,Very Dissatisfied,Neutral or Average,Very Dissatisfied,Very Satisfied
Igor,igor.bernini@yahoo.com,27,Female,Remote Only,52.54575372448392,13.43746949818027,Germany,Berlin,['Spanish'],Within a Week,Within 24 hours,Intermediate,Intermediate,Intermediate,Intermediate,Advanced,Beginner,,,,,,,,,,,,,,,,,,,Beginner,Expert,Novice,Intermediate,Beginner,,,,,,Intermediate,Intermediate,Intermediate,Expert,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,Neutral or Average,Very Satisfied,Very Dissatisfied,Very Satisfied,Satisfied
Miłosz,miłosz.hänel@yahoo.com,27,Prefer not to say,Local or Remote,52.3539108490891,13.396093237496023,Germany,Berlin,"['English', 'Russian', 'Italian']",Within a Week,Within a week,,,,,,,,,,,,,,,Beginner,Advanced,Novice,Novice,Novice,,,,,,,,,,,Novice,Beginner,Novice,Expert,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,16.0,14.0,Satisfied,Very Dissatisfied,Neutral or Average,Neutral or Average,Satisfied
Íris,íris.paolucci@hotmail.com,24,Male,Local or Remote,52.56611714732309,13.406999495861031,Germany,Berlin,"['Ukrainian', 'Portuguese']",Within a Week,Within a week,,,,,,,,,,,,,,,,,,,,Novice,Expert,Expert,Novice,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,11.0,8.0,Neutral or Average,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied
Amélie,amélie.zorlu@arcor.de,24,Female,Local or Remote,52.51280945294234,13.366094660807704,Germany,Berlin,"['Russian', 'English', 'Italian']",Today,Within 24 hours,,,,,,,,,,,,,,,,,,,,Beginner,Beginner,Expert,Novice,Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,14.0,16.0,Very Satisfied,Neutral or Average,Neutral or Average,Dissatisfied,Dissatisfied
Hardy,hardy.bogaczyk@zoho.com,27,Female,Local or Remote,52.39060926424612,13.735199684008926,Germany,Berlin,"['Turkish', 'English', 'Japanese', 'French']",Within a Week,Within a week,,,,,,,,,,,,,,,,,,,,Intermediate,Beginner,Novice,Expert,Beginner,,,,,,Novice,Expert,Intermediate,Beginner,Intermediate,Intermediate,Beginner,Novice,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,20.0,18.0,Dissatisfied,Satisfied,Very Satisfied,Neutral or Average,Satisfied
Janina,janina.kreusel@freenet.de,25,Male,Local or Remote,52.509098525407005,13.641492461358611,Germany,Berlin,['Japanese'],Within a Month,Within a month,,,,,,,,,,,,,,,Novice,Expert,Expert,Expert,Advanced,,,,,,Novice,Advanced,Advanced,Intermediate,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,Satisfied,Satisfied,Satisfied,Very Dissatisfied,Very Satisfied
Flor,flor.navas@protonmail.com,27,Female,Local or Remote,52.55904055331119,13.316447173300348,Germany,Berlin,['Arabic'],Within a Week,Within a week,Intermediate,Advanced,Expert,Novice,Intermediate,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,29.0,Very Satisfied,Neutral or Average,Satisfied,Very Satisfied,Very Satisfied
Inocencio,inocencio.conway@1und1.de,28,Female,Local or Remote,52.47050569121149,13.694550067291829,Germany,Berlin,['Arabic'],Today,Within a week,,,,,,,,,,,,,,,,,,,,Expert,Beginner,Advanced,Novice,Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,13.0,11.0,Dissatisfied,Satisfied,Very Satisfied,Satisfied,Satisfied
Fortunata,fortunata.şama@t-online.de,30,Female,Remote Only,52.427908556756016,13.329174389022144,Germany,Berlin,"['Italian', 'Spanish', 'German', 'Hindi', 'Russian']",Within a Week,Within a week,,,,,,,,,,,,,,,,,,,,Advanced,Beginner,Intermediate,Intermediate,Advanced,,,,,,,,,,,Novice,Expert,Novice,Intermediate,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,25.0,26.0,Very Dissatisfied,Satisfied,Satisfied,Very Satisfied,Satisfied
Ferdinando,ferdinando.mota@web.de,28,Male,Local or Remote,52.36739749693484,13.36534666857644,Germany,Berlin,"['Ukrainian', 'Punjabi', 'Russian', 'English', 'Hindi']",Within a Week,Within a month,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Novice,Beginner,Beginner,Intermediate,,,,,,Intermediate,Beginner,Expert,Novice,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,2.0,Neutral or Average,Neutral or Average,Neutral or Average,Dissatisfied,Very Satisfied
Marco,marco.karkut@hotmail.com,27,Female,Local or Remote,52.50611612028448,13.126557973990726,Germany,Berlin,"['Polish', 'Italian', 'Japanese', 'French']",Within a Week,Within a month,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Advanced,Advanced,Expert,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,14.0,16.0,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied
Köker,köker.texier@aol.com,27,Prefer not to say,Remote Only,52.4338689759279,13.19554089667006,Germany,Berlin,"['Ukrainian', 'Polish']",Today,Within a month,,,,,,,,,,,,Intermediate,Expert,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,15.0,Very Satisfied,Satisfied,Neutral or Average,Dissatisfied,Neutral or Average
Marta,marta.mariscal@1und1.de,24,Female,Remote Only,52.6475193728115,13.348073502022933,Germany,Berlin,"['English', 'German', 'Russian']",Within a Month,Within a week,,,,,,,Novice,Beginner,Novice,Expert,Novice,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Novice,Intermediate,Advanced,Intermediate,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,12.0,Neutral or Average,Neutral or Average,Satisfied,Satisfied,Very Satisfied
Ronald,ronald.aguilera@t-online.de,26,Male,Remote Only,52.64550670534366,13.736867515078613,Germany,Berlin,['Spanish'],Within a Week,Within a week,,,,,,,,,,,,,,,Novice,Novice,Expert,Novice,Expert,,,,,,,,,,,,,,,,Advanced,Expert,Intermediate,Novice,Intermediate,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,13.0,13.0,Very Satisfied,Satisfied,Neutral or Average,Very Satisfied,Dissatisfied
Ünal,ünal.manço@gmail.com,30,Female,Local or Remote,52.63839494596841,13.315680641415474,Germany,Berlin,"['Russian', 'English', 'Hindi', 'Turkish', 'Arabic']",Within a Week,Within a week,,,,,,,,,,,,Intermediate,Advanced,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Satisfied,Neutral or Average,Satisfied,Satisfied,Neutral or Average
Nebih,nebih.young@zoho.com,29,Male,Remote Only,52.57960101350992,13.448652109755168,Germany,Berlin,"['Spanish', 'Ukrainian', 'Hindi', 'Bengali']",Within a Week,Within a week,,,,,,,,,,,,Intermediate,Novice,Expert,Novice,Advanced,Advanced,Intermediate,Novice,,,,,,,,,,,,,,,,Intermediate,Novice,Novice,Novice,Beginner,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,Very Satisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Satisfied
Guilherme,guilherme.amaldi@yahoo.com,27,Diverse,Local Only,52.67203951222446,13.70668530636603,Germany,Berlin,"['Japanese', 'English', 'Spanish', 'Polish']",Today,Within a week,,,,,,,,,,,,,,,,,,,,Novice,Expert,Novice,Advanced,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,1.0,Dissatisfied,Satisfied,Satisfied,Satisfied,Dissatisfied
Simão,simão.armellini@aol.com,27,Male,Remote Only,52.56815839495351,13.407879025756428,Germany,Berlin,"['Japanese', 'Italian']",Within a Month,Within a week,Beginner,Novice,Novice,Expert,Beginner,Novice,,,,,,Beginner,Beginner,Novice,Beginner,Novice,Expert,Advanced,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,12.0,15.0,Satisfied,Very Dissatisfied,Very Satisfied,Neutral or Average,Satisfied
Bernabé,bernabé.coste@freenet.de,28,Female,Local or Remote,52.39442894887304,13.27926184720645,Germany,Berlin,"['Bengali', 'Polish']",Within a Week,Within a week,,,,,,,Novice,Advanced,Beginner,Novice,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,18.0,Neutral or Average,Neutral or Average,Dissatisfied,Very Dissatisfied,Dissatisfied
Céline,céline.román@arcor.de,25,Male,Local or Remote,52.63625674295724,13.24726859103218,Germany,Berlin,"['Mandarin Chinese', 'Portuguese', 'Arabic']",Within a Week,Within 24 hours,,,,,,,,,,,,,,,,,,,,Beginner,Novice,Beginner,Intermediate,Expert,,,,,,Expert,Intermediate,Beginner,Novice,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,7.0,7.0,Very Satisfied,Very Dissatisfied,Neutral or Average,Dissatisfied,Neutral or Average
Mara,mara.fantoni@yahoo.com,26,Diverse,Local or Remote,52.65575687490158,13.207300860266937,Germany,Berlin,"['Mandarin Chinese', 'Italian', 'Portuguese']",Today,Within a week,,,,,,,,,,,,Expert,Intermediate,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,19.0,Neutral or Average,Neutral or Average,Neutral or Average,Neutral or Average,Satisfied
Flora,flora.dobes@web.de,27,Male,Remote Only,52.640481491442415,13.210878504944583,Germany,Berlin,"['Ukrainian', 'Hindi', 'Portuguese', 'Turkish', 'Japanese']",Within a Week,Within 24 hours,Advanced,Beginner,Novice,Beginner,Intermediate,Advanced,,,,,,,,,Novice,Expert,Novice,Novice,Advanced,Advanced,Advanced,Intermediate,Intermediate,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,22.0,25.0,Dissatisfied,Dissatisfied,Very Satisfied,Dissatisfied,Neutral or Average
Bernard,bernard.agustí@unitybox.de,27,Female,Remote Only,52.59912983001602,13.437725592340389,Germany,Berlin,"['Hindi', 'Arabic', 'Mandarin Chinese']",Within a Week,Within a week,,,,,,,,,,,,,,,,,,,,Advanced,Expert,Beginner,Novice,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,15.0,15.0,Satisfied,Very Satisfied,Neutral or Average,Very Satisfied,Satisfied
Feraye,feraye.edwards@web.de,24,Female,Local or Remote,52.65957937194711,13.575151710635993,Germany,Berlin,['Hindi'],Within a Week,Within a week,,,,,,,Expert,Beginner,Novice,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,Novice,Novice,Beginner,Novice,Beginner,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,Dissatisfied,Neutral or Average,Very Dissatisfied,Satisfied,Neutral or Average
Bedi,bedi.taliani@gmx.de,22,Male,Remote Only,52.35801465882095,13.094554548809066,Germany,Berlin,['Turkish'],Within a Week,Within 24 hours,,,,,,,,,,,,Novice,Expert,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,Satisfied,Very Dissatisfied,Dissatisfied,Satisfied,Neutral or Average
Olivie,olivie.brunet@unitybox.de,28,Female,Local or Remote,52.35202875454995,13.127169481137267,Germany,Berlin,['Spanish'],Within a Week,Within a week,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Intermediate,Expert,Intermediate,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,5.0,5.0,Very Satisfied,Very Dissatisfied,Dissatisfied,Very Satisfied,Satisfied
Melissa,melissa.ariasso@gmx.de,22,Male,Local Only,52.34929160262585,13.370156557966007,Germany,Berlin,"['Russian', 'Punjabi', 'Mandarin Chinese', 'Ukrainian']",Within a Week,Within a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Novice,Expert,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0,6.0,Dissatisfied,Neutral or Average,Dissatisfied,Very Satisfied,Very Dissatisfied
Fiorino,fiorino.singh@protonmail.com,30,Female,Local or Remote,52.41171232178844,13.578146613602405,Germany,Berlin,"['Bengali', 'Hindi', 'Portuguese']",Within a Week,Within a week,,,,,,,Expert,Beginner,Intermediate,Novice,Beginner,,,,Advanced,Advanced,Intermediate,Expert,Novice,,,,,,,,,,,Advanced,Beginner,Advanced,Intermediate,Intermediate,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,26.0,Satisfied,Neutral or Average,Dissatisfied,Dissatisfied,Neutral or Average
Ürper,ürper.gaillard@icloud.com,27,Male,Local or Remote,52.47086946933891,13.260255653286212,Germany,Berlin,['Ukrainian'],Within a Week,Within a week,,,,,,,Intermediate,Novice,Advanced,Expert,Advanced,,,,,,,,,Expert,Expert,Beginner,Intermediate,Novice,,,,,,,,,,,Novice,Advanced,Novice,Novice,Expert,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,11.0,10.0,Very Satisfied,Neutral or Average,Satisfied,Satisfied,Dissatisfied
Anastazja,anastazja.bilge@arcor.de,31,Prefer not to say,Local or Remote,52.57725049010356,13.335645700015858,Germany,Berlin,['Hindi'],Yesterday,Within a month,,,,,,,Advanced,Expert,Intermediate,Expert,Novice,,,,,,,,,,,,,,Beginner,Novice,Beginner,Novice,Novice,,,,,,Intermediate,Advanced,Expert,Advanced,Novice,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,25.0,Satisfied,Neutral or Average,Very Dissatisfied,Dissatisfied,Dissatisfied
Zacharie,zacharie.kopyść@gmail.com,28,Female,Local or Remote,52.632274011833694,13.554534101808589,Germany,Berlin,"['Turkish', 'German', 'Ukrainian', 'Italian', 'Russian']",Within a Week,Within 24 hours,,,,,,,,,,,,Expert,Beginner,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,Satisfied,Satisfied,Neutral or Average,Dissatisfied,Very Dissatisfied
Filomena,filomena.kruschwitz@zoho.com,25,Prefer not to say,Local or Remote,52.58309640056202,13.730542616042532,Germany,Berlin,"['Bengali', 'Polish', 'Romanian']",Within a Month,Within a week,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Novice,Advanced,Novice,Novice,,,,,,Expert,Novice,Beginner,Beginner,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,22.0,20.0,Satisfied,Very Dissatisfied,Very Satisfied,Very Satisfied,Very Satisfied
Dariusz,dariusz.ferrer@zoho.com,25,Female,Local or Remote,52.58869013199192,13.443954108398474,Germany,Berlin,"['Mandarin Chinese', 'Polish', 'Turkish', 'Bengali']",Within a Week,Within a week,,,,,,,,,,,,,,,Novice,Expert,Advanced,Intermediate,Novice,,,,,,Intermediate,Beginner,Intermediate,Novice,Expert,Beginner,Novice,Novice,Novice,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,9.0,8.0,Neutral or Average,Neutral or Average,Dissatisfied,Very Satisfied,Neutral or Average
Gülay,gülay.kohl@freenet.de,24,Prefer not to say,Local or Remote,52.41947318014638,13.260062305617062,Germany,Berlin,"['Arabic', 'Polish', 'Bengali', 'Portuguese', 'Mandarin Chinese']",Within a Month,Within a week,Novice,Intermediate,Intermediate,Beginner,Intermediate,Intermediate,,,,,,Advanced,Beginner,Advanced,,,,,,,,,,,Advanced,Novice,Expert,Intermediate,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,Satisfied,Neutral or Average,Very Dissatisfied,Neutral or Average,Neutral or Average
Isaac,isaac.gomes@freenet.de,28,Female,Remote Only,52.59922177842991,13.350921020191752,Germany,Berlin,['German'],Within a Week,Within 24 hours,Novice,Expert,Novice,Beginner,Intermediate,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,Very Satisfied,Very Satisfied,Neutral or Average,Dissatisfied,Very Satisfied
Georgia,georgia.singh@protonmail.com,31,Female,Remote Only,52.61231784475303,13.53345165579332,Germany,Berlin,"['Arabic', 'Ukrainian', 'Romanian']",Recently,Within a week,,,,,,,Novice,Novice,Advanced,Advanced,Expert,,,,Advanced,Beginner,Novice,Novice,Beginner,,,,,,Novice,Beginner,Beginner,Novice,Beginner,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,9.0,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied
Pablo,pablo.soylu@freenet.de,25,Male,Remote Only,52.6377721765882,13.278083098957008,Germany,Berlin,"['English', 'Japanese', 'Turkish']",Within a Week,Within 24 hours,,,,,,,,,,,,Beginner,Expert,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,Neutral or Average,Neutral or Average,Very Satisfied,Dissatisfied,Dissatisfied
Karl-Wilhelm,karl-wilhelm.weber@gmail.com,26,Female,Remote Only,52.67151495590215,13.13170722413845,Germany,Berlin,"['Punjabi', 'Turkish', 'English', 'Arabic']",Within a Month,Within a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Novice,Intermediate,Novice,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,10.0,Very Satisfied,Dissatisfied,Satisfied,Dissatisfied,Very Satisfied
Koray,koray.hervé@outlook.com,25,Female,Remote Only,52.3430106549428,13.60012594297671,Germany,Berlin,"['Japanese', 'Italian', 'Portuguese', 'Russian', 'Hindi']",Within a Week,Within a week,Novice,Novice,Novice,Novice,Novice,Intermediate,,,,,,Novice,Beginner,Beginner,,,,,,,,,,,,,,,,,,,,,Beginner,Novice,Expert,Beginner,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,20.0,16.0,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Neutral or Average
Janet,janet.almeida@web.de,27,Female,Remote Only,52.60655336735029,13.64349813482063,Germany,Berlin,['German'],Within a Week,Within 24 hours,,,,,,,,,,,,Advanced,Novice,Expert,,,,,,,,,,,Novice,Novice,Intermediate,Beginner,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,14.0,Neutral or Average,Satisfied,Neutral or Average,Neutral or Average,Neutral or Average
Mario,mario.hunter@zoho.com,28,Prefer not to say,Local or Remote,52.376702008939525,13.407159299444633,Germany,Berlin,"['Punjabi', 'Ukrainian', 'Mandarin Chinese', 'French']",Within a Week,Within 24 hours,,,,,,,Intermediate,Advanced,Beginner,Beginner,Beginner,,,,,,,,,,,,,,,,,,,Novice,Expert,Beginner,Beginner,Novice,Intermediate,Intermediate,Expert,Novice,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,1.0,Very Dissatisfied,Satisfied,Neutral or Average,Satisfied,Dissatisfied
Felicia,felicia.natta@hotmail.com,26,Female,Local or Remote,52.50512281511119,13.091688895591789,Germany,Berlin,['Spanish'],Within a Week,Within a month,,,,,,,Beginner,Expert,Beginner,Beginner,Beginner,Intermediate,Novice,Beginner,,,,,,,,,,,,,,,,Advanced,Expert,Beginner,Novice,Novice,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,Dissatisfied,Very Satisfied,Very Satisfied,Dissatisfied,Satisfied
Joel,joel.batista@mail.com,28,Male,Remote Only,52.4047038962115,13.495830984629851,Germany,Berlin,"['German', 'Japanese', 'Russian', 'Spanish']",Within a Week,Within a week,Beginner,Novice,Beginner,Beginner,Expert,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,Very Dissatisfied,Very Satisfied,Dissatisfied,Very Satisfied,Dissatisfied
Marcantonio,marcantonio.ferreira@1und1.de,27,Male,Local or Remote,52.38191324520336,13.636550234689716,Germany,Berlin,"['German', 'English', 'Polish', 'Mandarin Chinese', 'Italian']",Within a Week,Within a week,,,,,,,Intermediate,Beginner,Novice,Expert,Advanced,,,,,,,,,,,,,,,,,,,Beginner,Novice,Expert,Intermediate,Beginner,Novice,Intermediate,Advanced,Novice,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,2.0,Neutral or Average,Neutral or Average,Very Dissatisfied,Satisfied,Satisfied
Graziella,graziella.baños@yahoo.com,25,Female,Local Only,52.412302522983765,13.500999121930082,Germany,Berlin,"['Arabic', 'Portuguese', 'Spanish', 'German', 'Bengali']",Within a Week,Within 24 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Novice,Novice,Expert,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,4.0,Neutral or Average,Neutral or Average,Dissatisfied,Very Dissatisfied,Very Dissatisfied
Anne,anne.pinheiro@icloud.com,28,Male,Local or Remote,52.65825149012573,13.558382128751203,Germany,Berlin,['Bengali'],Within a Month,Within a week,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Novice,Beginner,Beginner,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,27.0,25.0,Very Satisfied,Neutral or Average,Dissatisfied,Very Satisfied,Satisfied
