First_Name,EMail,Age,Gender,Location_Preferences,Coordinate,Country,City,Languages_Preferred,Last_Seen,Response_Time
Maxi,maxi.litwinowicz@outlook.com,34,Male,Remote Only,"(52.34949403884047, 13.73167770784115)",Germany,Berlin,"['Portuguese', 'English', 'Spanish', 'Hindi']",Recently,Within a month
Daniel,daniel.bertin@unitybox.de,28,Female,Local Only,"(52.49803356265094, 13.603993598759594)",Germany,Berlin,['French'],Within a Week,Within a month
Stephanie,stephanie.reinhardt@outlook.com,55,Other,Local or Remote,"(52.584803980258684, 13.540301735516032)",Germany,Berlin,"['Hindi', 'Mandarin Chinese']",Within a Week,Within a month
Sandra,sandra.campos@freenet.de,35,Female,Local or Remote,"(52.42235421804479, 13.271794238151355)",Germany,Berlin,"['Portuguese', 'Polish', 'Japanese', 'Italian', 'German']",Recently,Within 24 hours
Norberto,norberto.ruano@freenet.de,21,Male,Local or Remote,"(52.59047771464387, 13.746127319923469)",Germany,Berlin,"['French', 'English', 'Spanish', 'Romanian', 'German']",Recently,Within a month
Tenvir,tenvir.şener@icloud.com,43,Male,Local Only,"(52.38824677953048, 13.535548304161129)",Germany,Berlin,"['Romanian', 'Italian', 'Punjabi', 'Japanese', 'Portuguese']",Within a Month,Within a month
Paola,paola.sá@gmail.com,44,Other,Local Only,"(52.49653134164612, 13.400883122233152)",Germany,Berlin,"['Italian', 'Arabic', 'Japanese', 'Spanish']",Yesterday,Within a month
Marie,marie.pineda@freenet.de,40,Female,Local Only,"(52.43110812753859, 13.466738824275955)",Germany,Berlin,['German'],Over a Month Ago,Within 24 hours
Tuğrulhan,tuğrulhan.andrys@protonmail.com,49,Male,Remote Only,"(52.593847271846705, 13.157090278324546)",Germany,Berlin,"['Romanian', 'Ukrainian', 'English', 'French', 'Bengali']",Today,Within 24 hours
Émilie,émilie.sezgin@gmail.com,59,Female,Local or Remote,"(52.35975565358094, 13.35693614010905)",Germany,Berlin,"['French', 'Arabic', 'Portuguese', 'Romanian', 'Turkish']",Within a Week,Within a week
Christophe,christophe.guerreiro@icloud.com,30,Female,Local or Remote,"(52.51322692460603, 13.431461700439767)",Germany,Berlin,['Bengali'],Over a Month Ago,Within a week
Piotr,piotr.macek@1und1.de,18,Male,Local Only,"(52.539528040617945, 13.274386632226074)",Germany,Berlin,"['Portuguese', 'Mandarin Chinese', 'Hindi']",Over a Month Ago,Within a month
Laure,laure.dussen van@gmx.de,35,Male,Local Only,"(52.66172785309505, 13.5477567318712)",Germany,Berlin,"['German', 'Turkish', 'Italian', 'Arabic']",Within a Week,Within a month
Beyler,beyler.carr@web.de,36,Other,Remote Only,"(52.481446331597695, 13.104679702789923)",Germany,Berlin,"['Italian', 'Hindi']",Recently,Within a month
Ayvas,ayvas.guidotti@unitybox.de,39,Male,Local or Remote,"(52.4143273214744, 13.700544321140104)",Germany,Berlin,"['Polish', 'Spanish']",Yesterday,Within 24 hours
Sözer,sözer.pintor@protonmail.com,39,Female,Remote Only,"(52.45395549135201, 13.150733533654073)",Germany,Berlin,"['Mandarin Chinese', 'Hindi']",Within a Week,Within a month
Maksymilian,maksymilian.linares@arcor.de,64,Male,Local Only,"(52.631262187874874, 13.238939061416499)",Germany,Berlin,"['Ukrainian', 'Bengali', 'Hindi', 'Arabic', 'Polish']",Today,Within 24 hours
Heinz-Wilhelm,heinz-wilhelm.lopez@arcor.de,32,Other,Local or Remote,"(52.38310777750729, 13.148823089575624)",Germany,Berlin,"['Italian', 'Ukrainian', 'Punjabi', 'Russian', 'Arabic']",Within a Week,Within a month
Núria,núria.stoltmann@aol.com,51,Male,Remote Only,"(52.35966677124114, 13.666151174548988)",Germany,Berlin,"['Bengali', 'Portuguese']",Today,Within 24 hours
Petra,petra.amaral@t-online.de,22,Female,Local or Remote,"(52.495998056691626, 13.604782622738954)",Germany,Berlin,"['Russian', 'Hindi', 'Spanish', 'Ukrainian']",Within a Week,Within a month
Sofia,sofia.barlow@unitybox.de,18,Female,Remote Only,"(52.6197586396924, 13.483442540888436)",Germany,Berlin,"['English', 'Romanian']",Recently,Within a week
Arnaude,arnaude.gardner@1und1.de,20,Male,Local Only,"(52.357397407282036, 13.097498546049952)",Germany,Berlin,"['Ukrainian', 'English', 'Mandarin Chinese', 'Romanian', 'Bengali']",Within a Week,Within a month
William,william.erdoğan@t-online.de,47,Female,Local or Remote,"(52.64769523691921, 13.557642680929925)",Germany,Berlin,['Mandarin Chinese'],Within a Month,Within 24 hours
Pina,pina.schenk@hotmail.com,44,Other,Local or Remote,"(52.66447178907048, 13.22704424104759)",Germany,Berlin,"['Ukrainian', 'Polish']",Recently,Within a week
Ivan,ivan.serrano@gmx.de,18,Female,Local or Remote,"(52.560535515733406, 13.37589341638372)",Germany,Berlin,"['Arabic', 'Romanian']",Today,Within a month
Bettina,bettina.ávila@gmail.com,31,Female,Local Only,"(52.626773851672745, 13.615720658472)",Germany,Berlin,"['English', 'Russian', 'French', 'Italian']",Within a Week,Within 24 hours
Alison,alison.james@web.de,50,Female,Local or Remote,"(52.373428489733556, 13.713891012284929)",Germany,Berlin,"['Mandarin Chinese', 'Polish', 'German', 'Japanese', 'Portuguese']",Today,Within a month
Hakikat,hakikat.bilgin@yahoo.com,33,Other,Local or Remote,"(52.669790745212055, 13.523770603451108)",Germany,Berlin,['Mandarin Chinese'],Over a Month Ago,Within a month
Filip,filip.mansız@web.de,41,Male,Local Only,"(52.59868840387242, 13.319711614227614)",Germany,Berlin,"['Portuguese', 'Arabic', 'Romanian', 'Mandarin Chinese']",Today,Within a month
Mürit,mürit.şama@gmx.de,23,Other,Local Only,"(52.648493910913814, 13.400994029419111)",Germany,Berlin,"['English', 'Arabic', 'Hindi', 'German', 'Italian']",Over a Month Ago,Within a month
Adolfine,adolfine.zorlu@outlook.com,18,Female,Local Only,"(52.649156589506624, 13.470733745457775)",Germany,Berlin,"['Bengali', 'Romanian']",Over a Month Ago,Within a month
Philippine,philippine.ülker@1und1.de,62,Female,Remote Only,"(52.60728799309753, 13.203291556801599)",Germany,Berlin,"['English', 'Bengali', 'Japanese', 'French']",Within a Week,Within a month
Salvador,salvador.bocelli@aol.com,64,Female,Local or Remote,"(52.59777434393795, 13.694156200468786)",Germany,Berlin,"['French', 'Punjabi']",Today,Within a month
Trevor,trevor.melo@icloud.com,18,Female,Local or Remote,"(52.49543811663443, 13.399674274194227)",Germany,Berlin,"['Spanish', 'Ukrainian', 'English', 'Russian']",Over a Month Ago,Within 24 hours
Ekrem,ekrem.vega@t-online.de,29,Male,Local Only,"(52.6484207762333, 13.13017994205843)",Germany,Berlin,"['Arabic', 'Italian', 'German', 'Mandarin Chinese', 'French']",Today,Within a week
Necati,necati.querol@mail.com,56,Female,Remote Only,"(52.405376708634165, 13.649563966965351)",Germany,Berlin,"['Turkish', 'Italian', 'Japanese', 'Russian', 'Punjabi']",Recently,Within a week
Divan,divan.garnier@arcor.de,49,Other,Remote Only,"(52.34542648360759, 13.346817994687761)",Germany,Berlin,"['Italian', 'Hindi', 'Russian', 'Ukrainian', 'Bengali']",Today,Within a month
Claire,claire.valentino@web.de,61,Male,Remote Only,"(52.416099614220094, 13.705429295086887)",Germany,Berlin,"['Spanish', 'German', 'Japanese', 'French']",Today,Within a week
Patricia,patricia.laurent@mail.com,60,Other,Local or Remote,"(52.39296505466618, 13.663293225096053)",Germany,Berlin,"['German', 'Romanian', 'French']",Within a Week,Within a month
Rúben,rúben.chapman@freenet.de,18,Male,Local Only,"(52.50546085678165, 13.27514768529539)",Germany,Berlin,['Turkish'],Yesterday,Within a week
Dalkılıç,dalkılıç.gosselin@zoho.com,48,Male,Local or Remote,"(52.369868188283135, 13.150291135277113)",Germany,Berlin,"['Ukrainian', 'Italian']",Today,Within a week
Haydée,haydée.kozdrój@icloud.com,49,Male,Local Only,"(52.38058247783973, 13.424904769045163)",Germany,Berlin,"['Spanish', 'Punjabi']",Within a Month,Within 24 hours
Isaías,isaías.legendre@hotmail.com,54,Male,Remote Only,"(52.54154414947051, 13.19392837216829)",Germany,Berlin,"['Romanian', 'French', 'Japanese']",Within a Month,Within a week
Alan,alan.kurczak@1und1.de,57,Male,Local Only,"(52.5103626743241, 13.696597560270185)",Germany,Berlin,"['Polish', 'Spanish', 'Russian']",Yesterday,Within a week
Frances,frances.virgilio@1und1.de,43,Other,Local or Remote,"(52.59518801749482, 13.526652972541077)",Germany,Berlin,"['Italian', 'Japanese', 'Portuguese', 'Polish', 'Ukrainian']",Yesterday,Within a month
Margaret,margaret.öcalan@outlook.com,22,Female,Remote Only,"(52.477392555770685, 13.328204803432783)",Germany,Berlin,"['Russian', 'English', 'Hindi', 'Italian', 'Spanish']",Yesterday,Within 24 hours
Susanita,susanita.erdoğan@hotmail.com,20,Female,Local Only,"(52.48629660153138, 13.382096332716989)",Germany,Berlin,"['Ukrainian', 'Japanese']",Over a Month Ago,Within a week
Roger,roger.stey@gmail.com,47,Male,Remote Only,"(52.56536917547831, 13.216679036283127)",Germany,Berlin,"['Punjabi', 'Japanese', 'Mandarin Chinese']",Within a Month,Within 24 hours
Abigail,abigail.marzorati@web.de,34,Male,Local or Remote,"(52.495029778335486, 13.089023518020506)",Germany,Berlin,"['German', 'Romanian', 'Polish', 'Russian']",Over a Month Ago,Within a week
Jacques,jacques.zemanek@mail.com,34,Male,Local or Remote,"(52.624152577029086, 13.689260494617448)",Germany,Berlin,"['Arabic', 'Bengali', 'Punjabi']",Recently,Within 24 hours
Meryeme,meryeme.borges@gmx.de,50,Male,Local Only,"(52.61562928648296, 13.613774176452951)",Germany,Berlin,"['Romanian', 'Spanish', 'Russian', 'Arabic']",Within a Month,Within a week
Matthew,matthew.muniak@aol.com,22,Male,Local Only,"(52.53359130091792, 13.391334179772638)",Germany,Berlin,"['Portuguese', 'French', 'English', 'Romanian', 'Russian']",Over a Month Ago,Within a week
Bianca,bianca.prévost@mail.com,56,Male,Remote Only,"(52.37750579230156, 13.281622179238997)",Germany,Berlin,"['Ukrainian', 'Japanese', 'Spanish', 'French']",Today,Within a month
Sophie,sophie.schuster@arcor.de,35,Male,Local or Remote,"(52.641504535080195, 13.396538067984405)",Germany,Berlin,['Portuguese'],Today,Within a month
Nikodem,nikodem.étienne@yahoo.com,32,Other,Remote Only,"(52.38215157462661, 13.3412320444171)",Germany,Berlin,"['Russian', 'Polish', 'Punjabi']",Within a Week,Within a week
Sonia,sonia.amaral@aol.com,59,Other,Local or Remote,"(52.61591869605088, 13.706139504927714)",Germany,Berlin,"['Italian', 'Polish', 'Mandarin Chinese', 'Spanish']",Yesterday,Within a month
Pauline,pauline.arnal@gmail.com,48,Female,Local or Remote,"(52.59023781054912, 13.65443349826019)",Germany,Berlin,"['Turkish', 'Spanish', 'Romanian', 'Japanese']",Recently,Within 24 hours
Fredo,fredo.ferrand@mail.com,52,Female,Local or Remote,"(52.5271073463317, 13.68284697085814)",Germany,Berlin,"['Turkish', 'French', 'Portuguese', 'Bengali', 'Russian']",Within a Month,Within 24 hours
Loretta,loretta.jesus@protonmail.com,46,Female,Local Only,"(52.54963854483715, 13.327696808407048)",Germany,Berlin,"['Arabic', 'Portuguese', 'Italian', 'Romanian', 'Polish']",Within a Month,Within a week
Honoré,honoré.ramos@mail.com,46,Female,Remote Only,"(52.60829222414399, 13.539125904979652)",Germany,Berlin,"['German', 'Punjabi']",Recently,Within a week
Ronald,ronald.hardy@freenet.de,26,Other,Remote Only,"(52.44820372342231, 13.21304932104996)",Germany,Berlin,"['Punjabi', 'Portuguese', 'Polish', 'French', 'Spanish']",Yesterday,Within a month
Lamberto,lamberto.laurent@unitybox.de,51,Male,Remote Only,"(52.64541212949596, 13.639986744196904)",Germany,Berlin,"['Punjabi', 'Bengali', 'Turkish', 'Japanese', 'Arabic']",Within a Week,Within 24 hours
Jéssica,jéssica.calik@icloud.com,34,Female,Remote Only,"(52.382288948883605, 13.262512794167172)",Germany,Berlin,"['Mandarin Chinese', 'Portuguese']",Over a Month Ago,Within a week
Hector,hector.gaspar@t-online.de,25,Male,Local or Remote,"(52.39663286030481, 13.125195948117195)",Germany,Berlin,"['Arabic', 'Romanian']",Yesterday,Within a week
Brian,brian.almeida@web.de,18,Male,Local Only,"(52.503755575305824, 13.30082207363585)",Germany,Berlin,"['Mandarin Chinese', 'English', 'Punjabi']",Recently,Within a week
Ruperto,ruperto.boucher@gmx.de,25,Other,Local or Remote,"(52.60390474990151, 13.661435033459982)",Germany,Berlin,"['Italian', 'Russian', 'French']",Today,Within a month
Melissa,melissa.weiss@icloud.com,64,Female,Local or Remote,"(52.4485545009564, 13.618415357446102)",Germany,Berlin,"['Portuguese', 'Polish']",Within a Week,Within a month
Panfilo,panfilo.wood@zoho.com,30,Female,Local Only,"(52.386376609205236, 13.637117799306294)",Germany,Berlin,"['Romanian', 'French', 'Ukrainian', 'Mandarin Chinese', 'English']",Recently,Within 24 hours
Bayram,bayram.correia@icloud.com,54,Male,Remote Only,"(52.35504483224744, 13.549844867854357)",Germany,Berlin,['Romanian'],Within a Month,Within a month
Santiago,santiago.mir@1und1.de,24,Other,Remote Only,"(52.446389544185706, 13.593549880870507)",Germany,Berlin,"['Russian', 'English', 'Italian', 'Bengali']",Today,Within a week
Robert,robert.lee@hotmail.com,49,Female,Remote Only,"(52.56903011773144, 13.604961228665326)",Germany,Berlin,"['Arabic', 'Russian', 'Spanish']",Within a Week,Within a week
Madlen,madlen.liss@protonmail.com,32,Female,Local or Remote,"(52.53474843289739, 13.592249211447802)",Germany,Berlin,['Arabic'],Within a Week,Within a month
Verde,verde.martineau@aol.com,60,Female,Local or Remote,"(52.56505360699653, 13.127818734193278)",Germany,Berlin,"['Hindi', 'Turkish']",Within a Week,Within a week
Victória,victória.schacht@zoho.com,52,Female,Local Only,"(52.65425252896448, 13.139959742474135)",Germany,Berlin,"['Turkish', 'French']",Today,Within a month
Franz-Josef,franz-josef.pages@zoho.com,22,Other,Local Only,"(52.60088990577661, 13.744314845789942)",Germany,Berlin,['Romanian'],Within a Month,Within 24 hours
Pepe,pepe.gomes@icloud.com,60,Male,Local or Remote,"(52.399544374760445, 13.650575250572874)",Germany,Berlin,['Arabic'],Recently,Within a month
Kévim,kévim.luciani@web.de,18,Female,Local Only,"(52.59556867151731, 13.604344936520318)",Germany,Berlin,"['Turkish', 'German', 'Hindi', 'Punjabi', 'Ukrainian']",Today,Within a week
Angelina,angelina.borges@icloud.com,22,Other,Local Only,"(52.610481985052, 13.520356245974904)",Germany,Berlin,"['Hindi', 'Russian', 'Romanian']",Over a Month Ago,Within a month
Nico,nico.reiter@gmx.de,63,Female,Remote Only,"(52.5407204526529, 13.607985717162338)",Germany,Berlin,"['Romanian', 'Italian', 'Japanese', 'French', 'Bengali']",Today,Within a week
Leslie,leslie.i̇hsanoğlu@icloud.com,64,Female,Local or Remote,"(52.48732462169954, 13.088394152920026)",Germany,Berlin,"['German', 'Ukrainian', 'Arabic', 'Mandarin Chinese', 'Italian']",Today,Within a month
Laurence,laurence.rismondo@unitybox.de,47,Male,Remote Only,"(52.42525200747655, 13.18417370484113)",Germany,Berlin,"['Spanish', 'Punjabi']",Over a Month Ago,Within a week
Lourenço,lourenço.czubaj@unitybox.de,18,Male,Local or Remote,"(52.5659549570478, 13.313323189656376)",Germany,Berlin,"['Ukrainian', 'English', 'Italian']",Over a Month Ago,Within a week
Ferihan,ferihan.schuchhardt@protonmail.com,36,Male,Local or Remote,"(52.47182662378149, 13.13480700858683)",Germany,Berlin,"['Japanese', 'Romanian', 'Ukrainian']",Within a Month,Within a month
Gabriela,gabriela.magalhães@t-online.de,53,Male,Local or Remote,"(52.54831305917051, 13.447152897558698)",Germany,Berlin,"['English', 'Japanese', 'Portuguese', 'Mandarin Chinese']",Recently,Within 24 hours
Marica,marica.khan@hotmail.com,47,Male,Remote Only,"(52.618121997558745, 13.319739094546767)",Germany,Berlin,"['Italian', 'Hindi', 'French', 'German', 'Polish']",Over a Month Ago,Within a month
David,david.barbier@freenet.de,22,Female,Local or Remote,"(52.635303351525565, 13.186372688680772)",Germany,Berlin,"['Italian', 'Polish']",Within a Week,Within a week
Daniel,daniel.gomes@gmail.com,24,Other,Local Only,"(52.43976916178204, 13.266403246566194)",Germany,Berlin,"['Japanese', 'Turkish']",Yesterday,Within a week
Agnieszka,agnieszka.akçay@aol.com,26,Other,Remote Only,"(52.46401689359119, 13.701909596040085)",Germany,Berlin,"['Italian', 'German', 'Portuguese', 'Spanish', 'Ukrainian']",Yesterday,Within 24 hours
Elizabeth,elizabeth.lévêque@zoho.com,65,Male,Remote Only,"(52.34760326660955, 13.480483315811115)",Germany,Berlin,"['Romanian', 'Punjabi', 'Turkish', 'Bengali', 'Polish']",Within a Week,Within a week
Margaret,margaret.monteiro@gmail.com,47,Male,Local or Remote,"(52.64547832865341, 13.654446741100198)",Germany,Berlin,"['Japanese', 'German', 'Spanish', 'Portuguese', 'Hindi']",Within a Month,Within a week
Christiane,christiane.rastelli@web.de,53,Other,Remote Only,"(52.60707311749852, 13.436020277267891)",Germany,Berlin,"['French', 'Polish', 'Romanian']",Yesterday,Within 24 hours
Konrad,konrad.şener@aol.com,46,Male,Local or Remote,"(52.553133484105295, 13.400156084839809)",Germany,Berlin,"['Turkish', 'Ukrainian', 'Romanian']",Today,Within a week
Sezal,sezal.davey@web.de,64,Female,Local Only,"(52.65249479992936, 13.68688832290492)",Germany,Berlin,['Portuguese'],Today,Within 24 hours
Heva,heva.ledoux@hotmail.com,37,Female,Remote Only,"(52.5140328555285, 13.639673758865975)",Germany,Berlin,"['Japanese', 'English', 'Romanian']",Recently,Within a week
Ángela,ángela.mansız@aol.com,45,Male,Local or Remote,"(52.453078945156754, 13.20015575498619)",Germany,Berlin,"['Turkish', 'Arabic', 'French', 'Polish', 'Portuguese']",Yesterday,Within a month
Naomi,naomi.seddio@gmx.de,65,Female,Remote Only,"(52.402227485392814, 13.62063610904292)",Germany,Berlin,['Polish'],Today,Within a week
Salomé,salomé.heinz@unitybox.de,42,Female,Remote Only,"(52.498171083463774, 13.72842112511662)",Germany,Berlin,"['French', 'Romanian']",Recently,Within a month
Dinis,dinis.demirel@protonmail.com,20,Male,Local or Remote,"(52.448325310827194, 13.581679230233966)",Germany,Berlin,"['English', 'Mandarin Chinese']",Yesterday,Within a month
Maria-Theresia,maria-theresia.duse@freenet.de,48,Male,Local Only,"(52.53558072340628, 13.713958007749529)",Germany,Berlin,['Mandarin Chinese'],Yesterday,Within a month
Natan,natan.turner@unitybox.de,60,Female,Local or Remote,"(52.36735041831187, 13.469280244129322)",Germany,Berlin,"['Romanian', 'Hindi', 'German']",Over a Month Ago,Within 24 hours
Damien,damien.altera@unitybox.de,57,Female,Remote Only,"(52.57783713892268, 13.341919372976921)",Germany,Berlin,"['Arabic', 'Japanese', 'Spanish', 'Bengali']",Over a Month Ago,Within a month
Henriette,henriette.potaczek@arcor.de,62,Other,Local Only,"(52.3398970672015, 13.157637576038844)",Germany,Berlin,['Punjabi'],Recently,Within a month
Catherine,catherine.misicher@freenet.de,42,Female,Remote Only,"(52.476871600840745, 13.089578751713818)",Germany,Berlin,"['Turkish', 'Russian', 'German', 'Italian', 'Arabic']",Within a Week,Within a week
Anto,anto.barcaccia@1und1.de,48,Male,Remote Only,"(52.41799323723141, 13.725734730501609)",Germany,Berlin,['Portuguese'],Within a Month,Within a month
Pedro,pedro.bazin@freenet.de,34,Female,Local or Remote,"(52.564123404393044, 13.730097808374941)",Germany,Berlin,"['Punjabi', 'Bengali', 'Hindi']",Within a Month,Within 24 hours
Gabriella,gabriella.macedo@outlook.com,54,Male,Local Only,"(52.358776597869394, 13.40277462584372)",Germany,Berlin,"['Bengali', 'Spanish']",Today,Within 24 hours
Olaf,olaf.sygut@yahoo.com,52,Female,Local Only,"(52.50424957086049, 13.20631460453299)",Germany,Berlin,['Ukrainian'],Over a Month Ago,Within a week
Mareen,mareen.uriarte@freenet.de,35,Other,Local or Remote,"(52.38211645451369, 13.238185553611917)",Germany,Berlin,['Russian'],Yesterday,Within a week
Adriana,adriana.tórz@gmail.com,60,Female,Local or Remote,"(52.453596625505064, 13.617590090190978)",Germany,Berlin,"['Bengali', 'Italian']",Yesterday,Within 24 hours
Claudio,claudio.baptista@hotmail.com,57,Male,Local Only,"(52.39088564875786, 13.36717865051525)",Germany,Berlin,"['Japanese', 'Mandarin Chinese', 'German', 'English', 'French']",Over a Month Ago,Within a month
Aureliano,aureliano.baron@t-online.de,58,Female,Local or Remote,"(52.485189906801565, 13.154707218444093)",Germany,Berlin,"['French', 'Bengali', 'English', 'Japanese']",Today,Within 24 hours
Pauline,pauline.potyrała@unitybox.de,47,Other,Remote Only,"(52.57557526444344, 13.184705514523388)",Germany,Berlin,"['French', 'Romanian']",Within a Month,Within a month
Nadia,nadia.baum@hotmail.com,34,Other,Remote Only,"(52.391402492612215, 13.214849861309627)",Germany,Berlin,"['Polish', 'Turkish', 'Japanese', 'Romanian']",Over a Month Ago,Within 24 hours
Nikodem,nikodem.kurzac@zoho.com,29,Female,Local Only,"(52.653850891250976, 13.130432929964789)",Germany,Berlin,"['Hindi', 'Ukrainian', 'Italian']",Over a Month Ago,Within a month
Diana,diana.argurio@mail.com,22,Female,Local Only,"(52.39400409797805, 13.759641119045563)",Germany,Berlin,"['Romanian', 'Ukrainian']",Within a Month,Within 24 hours
Jerzy,jerzy.ring@freenet.de,24,Male,Local or Remote,"(52.59969298858865, 13.634541293811782)",Germany,Berlin,"['Russian', 'Spanish', 'Bengali', 'Mandarin Chinese']",Today,Within a week
Marthe,marthe.duran@t-online.de,53,Male,Local Only,"(52.4967945763898, 13.636080412873822)",Germany,Berlin,"['Hindi', 'Portuguese', 'Turkish', 'Ukrainian']",Today,Within 24 hours
Lúcia,lúcia.tevetoğlu@outlook.com,64,Other,Local Only,"(52.438206427357166, 13.59639418664388)",Germany,Berlin,"['German', 'Polish', 'Ukrainian', 'Bengali']",Recently,Within a week
Gülbiye,gülbiye.korutürk@1und1.de,51,Female,Local or Remote,"(52.43932848577272, 13.663662890819227)",Germany,Berlin,"['German', 'Italian', 'Arabic', 'Mandarin Chinese', 'Punjabi']",Recently,Within a month
Sara,sara.lopes@mail.com,44,Other,Remote Only,"(52.41893819905641, 13.649819408762754)",Germany,Berlin,"['Polish', 'Mandarin Chinese']",Today,Within a month
Dinis,dinis.plath@gmx.de,41,Other,Local Only,"(52.594007415469896, 13.591935519180128)",Germany,Berlin,['Japanese'],Recently,Within 24 hours
Bryan,bryan.matos@protonmail.com,46,Male,Local or Remote,"(52.47368455662709, 13.256001685265227)",Germany,Berlin,"['Polish', 'Italian', 'Punjabi', 'Turkish']",Within a Month,Within a month
Cloe,cloe.bähr@gmail.com,36,Other,Local Only,"(52.63247430421379, 13.726308817658994)",Germany,Berlin,"['Ukrainian', 'Bengali', 'Arabic']",Over a Month Ago,Within a week
Aníbal,aníbal.araújo@hotmail.com,51,Female,Local Only,"(52.37882659593407, 13.330458657856342)",Germany,Berlin,"['German', 'Arabic', 'Japanese', 'Mandarin Chinese']",Yesterday,Within a month
Rafał,rafał.akdeniz@gmx.de,65,Other,Local Only,"(52.50947612037095, 13.577105451869668)",Germany,Berlin,"['Punjabi', 'Arabic', 'Spanish']",Within a Month,Within a month
Madeleine,madeleine.koperek@unitybox.de,19,Other,Local Only,"(52.44710514204864, 13.470726689994564)",Germany,Berlin,"['Russian', 'Punjabi', 'Hindi']",Within a Week,Within a week
Vidal,vidal.yüksel@unitybox.de,53,Male,Local Only,"(52.5300520593024, 13.72950026658256)",Germany,Berlin,"['English', 'Punjabi', 'Ukrainian', 'German', 'Russian']",Today,Within 24 hours
Frédéric,frédéric.alves@aol.com,48,Female,Remote Only,"(52.59647712446187, 13.196633263800713)",Germany,Berlin,"['Punjabi', 'Italian', 'Polish', 'Portuguese', 'French']",Over a Month Ago,Within 24 hours
Leon,leon.ricart@mail.com,40,Male,Remote Only,"(52.53146874898301, 13.728476298712563)",Germany,Berlin,['Mandarin Chinese'],Yesterday,Within a week
Giuseppina,giuseppina.bailey@freenet.de,18,Male,Remote Only,"(52.607254176600094, 13.647853186269794)",Germany,Berlin,"['Hindi', 'Japanese', 'German', 'Bengali', 'Ukrainian']",Within a Month,Within a week
Paul,paul.adler@aol.com,29,Female,Remote Only,"(52.37261702872718, 13.270928723877077)",Germany,Berlin,"['German', 'French', 'Mandarin Chinese', 'Bengali']",Over a Month Ago,Within 24 hours
Tilmann,tilmann.mydlarz@yahoo.com,44,Other,Remote Only,"(52.45406151080267, 13.340973781794121)",Germany,Berlin,['Polish'],Recently,Within a week
Frederico,frederico.karadeniz@aol.com,55,Female,Remote Only,"(52.632713890077554, 13.319256514522516)",Germany,Berlin,"['Romanian', 'German', 'English', 'Turkish']",Within a Month,Within a month
Adrian,adrian.boccioni@gmail.com,65,Female,Local or Remote,"(52.54509707656842, 13.718395321712213)",Germany,Berlin,"['Portuguese', 'Italian', 'Romanian', 'Mandarin Chinese']",Today,Within a week
Tarancı,tarancı.baptista@t-online.de,54,Female,Local Only,"(52.47854465857662, 13.453467605055257)",Germany,Berlin,['Polish'],Within a Month,Within a week
Kaja,kaja.cazorla@unitybox.de,56,Female,Local Only,"(52.63769765194844, 13.13843815607267)",Germany,Berlin,"['Turkish', 'Arabic', 'Bengali', 'Polish', 'French']",Within a Week,Within a week
Giulio,giulio.kustosz@icloud.com,27,Other,Local Only,"(52.577250511803214, 13.18655279604607)",Germany,Berlin,"['Ukrainian', 'Arabic']",Within a Week,Within a week
Merdi,merdi.velasco@gmail.com,34,Female,Local or Remote,"(52.549474611167355, 13.096461385946153)",Germany,Berlin,"['Hindi', 'Portuguese', 'Turkish', 'Japanese', 'Italian']",Today,Within 24 hours
Anouk,anouk.hofmann@mail.com,50,Female,Local or Remote,"(52.372972626028194, 13.532287645114646)",Germany,Berlin,"['Punjabi', 'Romanian', 'Italian']",Recently,Within a month
Christos,christos.stiebitz@web.de,22,Female,Local or Remote,"(52.48887030554546, 13.232041569276014)",Germany,Berlin,['Ukrainian'],Today,Within 24 hours
Paul,paul.moura@aol.com,64,Female,Local or Remote,"(52.54455883711882, 13.713152511099638)",Germany,Berlin,['Japanese'],Within a Month,Within a month
Hinet,hinet.maurice@mail.com,44,Female,Local Only,"(52.629605287660276, 13.683272449273788)",Germany,Berlin,['Spanish'],Over a Month Ago,Within 24 hours
Jenny,jenny.figueiredo@outlook.com,25,Other,Local Only,"(52.47407560078108, 13.615473424097166)",Germany,Berlin,['English'],Today,Within a week
Piermaria,piermaria.riba@1und1.de,50,Other,Local or Remote,"(52.561512778638, 13.140803745699627)",Germany,Berlin,"['French', 'Polish', 'Ukrainian', 'Russian', 'English']",Within a Month,Within 24 hours
Anica,anica.camus@arcor.de,51,Other,Local or Remote,"(52.34497011158939, 13.145215128261553)",Germany,Berlin,"['Punjabi', 'Portuguese', 'Polish']",Within a Month,Within a week
Victória,victória.shepherd@freenet.de,27,Male,Remote Only,"(52.64137510975293, 13.535248645350823)",Germany,Berlin,"['German', 'Russian']",Yesterday,Within a month
Benjamin,benjamin.hunt@hotmail.com,65,Male,Local or Remote,"(52.56753980786978, 13.212555542701145)",Germany,Berlin,['Russian'],Today,Within a week
